text,label,preprocessed_text
"To my surprise I quite enjoyed 'Spacecamp', i remember seeing it about 13 years ago, and recently I hired it again. I was quite impressed. Obviously the special effects in todays space films such as Armageddon and Deep Impact are far superior to those in SpaceCamp. However, this film had a story- a very stereotypical eighties story where you could almost recite the next line of dialogue before hearing it. But thats what I liked about it- they don't make films like this anymore, so it was a refreshing change. It was interesting to see Kelly Preston, Leaf Phoenix and Lea Thomson in early roles, with Tom Skerrit and Kate Capshaw to add substance to the light & fluffy plot. Absolutely loved the robot named Jinx, it was very cute, but it unfortunately had more emotion than some of the main characters. The film was almost inspirational in its own way, and it was interesting to note that it was filmed at the NASA Spacecamp in Alabama (i think).",1,to my surprise i quite enjoyed spacecamp  i remember seeing it about 13 years ago  and recently i hired it again  i was quite impressed  obviously the special effects in todays space films such as armageddon and deep impact are far superior to those in spacecamp  however  this film had a story  a very stereotypical eighties story where you could almost recite the next line of dialogue before hearing it  but thats what i liked about it  they dont make films like this anymore  so it was a refreshing change  it was interesting to see kelly preston  leaf phoenix and lea thomson in early roles  with tom skerrit and kate capshaw to add substance to the light   fluffy plot  absolutely loved the robot named jinx  it was very cute  but it unfortunately had more emotion than some of the main characters  the film was almost inspirational in its own way  and it was interesting to note that it was filmed at the nasa spacecamp in alabama  i think  
"I wanted to see Valentine ever since I saw that Denise Richards and Marley Shelton were in it because they had played in some of my favorite movies ever. When I watched Valentine, I was amazed at how great the story line actually was. It kills me to see that it has a low rating because it was not horrible at all. The actors and actresses played the parts wonderfully and the way it ended was so brilliant and cunning. Some scenes were a little unbelievable and or poor, and I admit at a few minor parts it got just a small bit boring, but overall it was non-stop entertaining and suspenseful. It had a mind-twisting story line which made you guess the whole way through and it doesn't deserve all the crap it gets. I recommend this movie to watch anytime, but especially on Valentine's Day because it's sure to give you a ton of chills. Oh, and don't even pay attention to the trailer OR rating, please, DON'T...",1,i wanted to see valentine ever since i saw that denise richards and marley shelton were in it because they had played in some of my favorite movies ever  when i watched valentine  i was amazed at how great the story line actually was  it kills me to see that it has a low rating because it was not horrible at all  the actors and actresses played the parts wonderfully and the way it ended was so brilliant and cunning  some scenes were a little unbelievable and or poor  and i admit at a few minor parts it got just a small bit boring  but overall it was non stop entertaining and suspenseful  it had a mind twisting story line which made you guess the whole way through and it doesnt deserve all the crap it gets  i recommend this movie to watch anytime  but especially on valentines day because its sure to give you a ton of chills  oh  and dont even pay attention to the trailer or rating  please  dont   
"I recently saw this at the 2009 Palm Springs International Film. This is the feature length directorial debut of veteran Dutch actress Monique van de Ven and based on my observation it should be her last. I hate movies that are so implausible that you are picking apart practically every scene. This film immediately leaves you scratching your head. as it begins a young photographer and his girlfriend who works for an international aid organization are having a leisurely drive through the Taliban-controlled mountains Afghanistan having a conversation about their love when a rocket stops a truck in front of them. They get out of their vehicle to watch as Talliban fighters equipped with rocket launchers, machine guns, rifles, handguns and grenades execute all five people in the truck. Bob (Waldemar Torenstra) starts taking pictures of all this when he is spotted by one of the insurgents who lobs a hand grenade at them that kills his girlfriend. since they are with hand throwing distance they can't be more than 50 yards away yet he somehow gets away. His girlfriend is blown up and he takes a picture of the moment of the grenade impact that kills her and wins a prize as photographer of the year for the photo. Every scene and situation in this film as as ridiculous as it's opening. The following year Bob finds himself on assignment for National Geographic on a Dutch resort island where he meets Kathleen (Sophie Hilbrand) and inserts himself into her seedy underworld of international drug smugglers. Avoid this film. I would give it a 4.0 out of 10.",0,i recently saw this at the 2009 palm springs international film  this is the feature length directorial debut of veteran dutch actress monique van de ven and based on my observation it should be her last  i hate movies that are so implausible that you are picking apart practically every scene  this film immediately leaves you scratching your head  as it begins a young photographer and his girlfriend who works for an international aid organization are having a leisurely drive through the taliban controlled mountains afghanistan having a conversation about their love when a rocket stops a truck in front of them  they get out of their vehicle to watch as talliban fighters equipped with rocket launchers  machine guns  rifles  handguns and grenades execute all five people in the truck  bob  waldemar torenstra  starts taking pictures of all this when he is spotted by one of the insurgents who lobs a hand grenade at them that kills his girlfriend  since they are with hand throwing distance they cant be more than 50 yards away yet he somehow gets away  his girlfriend is blown up and he takes a picture of the moment of the grenade impact that kills her and wins a prize as photographer of the year for the photo  every scene and situation in this film as as ridiculous as its opening  the following year bob finds himself on assignment for national geographic on a dutch resort island where he meets kathleen  sophie hilbrand  and inserts himself into her seedy underworld of international drug smugglers  avoid this film  i would give it a 4 0 out of 10 
"It is not known whether Marilyn Monroe ever met and spoke with Albert Einstein (and since the mysterious disappearance of her diary after her equally mysterious death, we may never know), but in their lifetime the opportunity was there.<br /><br />Scripted by Terry Johnson from his own play, Nicolas Roeg's Insignificance imagines an encounter in a New York hotel room one night in 1953 between the two icons plus Joe DiMaggio (Busey), and Senator Joseph McCarthy (Curtis) - but only on one level. On another level, it elevates - or reduces - these 'personalities' (and what a lousy phrase that is) to mere avatars (the characters are deliberately unnamed), at once greater and lesser in status.<br /><br />The title Insignificance is both apposite and deeply ironic; here, DiMaggio's net worth has been reduced to little more than a picture on a bubblegum card. Monroe too is reduced to her constituent parts of dress, hair, lipstick, wiggle and voice. By uncovering their insecurities and reversing their roles, the film brings into sharp focus received notions of celebrity, exploding the cult of personality.<br /><br />Furthering the theme, there will be another explosion at the film's climax: Hiroshima in a hotel suite, in which 'The Actress' is burned to a cinder in seconds; a literal deconstruction of fame. Goodbye, Norma Jean. History informs the script, which in turn, shakes history upside down. As Roeg mused after watching Johnson's play for the first time, ""These characters were mythic, not invented by any single person, not the public or the press, probably not even by the characters themselves."" As played by Theresa Russell, Marilyn (a closet intellectual in real life), lectures a childlike Einstein ('The Professor', played by Emil) on the theory of relativity using balloons and a flashlight, while getting The Professor to show off his legs, in conscious parody of her own role in The Seven-Year Itch, the movie The Actress is seen to be working on in the film's opening.<br /><br />History records that Monroe's then-husband, fading baseball star DiMaggio (played by Busey as a tenderly psychotic simpleton), was unhappy about her iconic dress-splaying scene in the film, precipitating their break-up. Right on cue, we discover the jealous 'Ballplayer' in a bar, bemoaning the fact that if, ""I want to see her underwear, I just walk down to the corner like all the other guys"".<br /><br />In contrast to The Professor, The Ballplayer believes the universe is round - a contention shared by Native Americans. But the Big Chief (Sampson, of One Flew Over The Cuckoo's Nest fame) who operates the Roosevelt Hotel's elevator has been all but disenfranchised from his own culture: ""I no longer Cherokee - I watch TV."" Meanwhile, 'The Senator' is investigating The Professor, who is on the eve of delivering a pacifist speech to the United Nations, but whom The Senator suspects is a Red. In fact, as he divulges to Monroe, Einstein is wracked with guilt over Hiroshima, and what the white heat future holds. Yet in a seemingly godless universe, all such worries and aspirations are rendered insignificant in the light of a higher (atomic) power.<br /><br />Roeg really is the perfect director to bring Johnson's stage play to the screen. Throughout, tortured childhood flashbacks and pessimistic flash-forwards (ka-boom!) draw unexpected connections between time, place and circumstance, with the repeated visual motif of a wristwatch employed to mark time's passing - but perhaps also to suggest all time is one time; each moment co-existing. As evinced by his back catalogue, it's something of a hobbyhorse for a director enchanted with the notion of synchronicity - see Don't Look Now in particular. Here, 1920 bleeds into 1945 and drip-feeds into the 1980s, a period in which another 'Actor' has taken on his greatest role as the President of the United States.<br /><br />If all this sounds rather heavy going (quantum physics is surely involved), the execution is anything but, owing to Johnson's witty, zippy screenplay, Roeg's playful direction, opening out an essentially stagey set-up - and the cast themselves, who are on stellar form. Tony Curtis especially leaves denture marks in the wood panelling as the paranoid, impotent Senator, who is seen attempting congress with a Monroe impersonator (a real one, as opposed to Russell's), before being let down by his dwindling member.<br /><br />Of course, Curtis once co-starred with the real Marilyn Monroe in Some Like It Hot, and whose embrace he memorably described as like ""kissing Hitler"". As Roeg commented, ""Everything suddenly seemed connected... when the film began to take shape even the actors themselves seemed part of this endless linking."" It all goes into the pot, to be boiled down and served up in new and fascinating ways.",1,it is not known whether marilyn monroe ever met and spoke with albert einstein  and since the mysterious disappearance of her diary after her equally mysterious death  we may never know   but in their lifetime the opportunity was there  scripted by terry johnson from his own play  nicolas roegs insignificance imagines an encounter in a new york hotel room one night in 1953 between the two icons plus joe dimaggio  busey   and senator joseph mccarthy  curtis    but only on one level  on another level  it elevates   or reduces   these personalities  and what a lousy phrase that is  to mere avatars  the characters are deliberately unnamed   at once greater and lesser in status  the title insignificance is both apposite and deeply ironic  here  dimaggios net worth has been reduced to little more than a picture on a bubblegum card  monroe too is reduced to her constituent parts of dress  hair  lipstick  wiggle and voice  by uncovering their insecurities and reversing their roles  the film brings into sharp focus received notions of celebrity  exploding the cult of personality  furthering the theme  there will be another explosion at the films climax  hiroshima in a hotel suite  in which the actress is burned to a cinder in seconds  a literal deconstruction of fame  goodbye  norma jean  history informs the script  which in turn  shakes history upside down  as roeg mused after watching johnsons play for the first time   these characters were mythic  not invented by any single person  not the public or the press  probably not even by the characters themselves   as played by theresa russell  marilyn  a closet intellectual in real life   lectures a childlike einstein  the professor  played by emil  on the theory of relativity using balloons and a flashlight  while getting the professor to show off his legs  in conscious parody of her own role in the seven year itch  the movie the actress is seen to be working on in the films opening  history records that monroes then husband  fading baseball star dimaggio  played by busey as a tenderly psychotic simpleton   was unhappy about her iconic dress splaying scene in the film  precipitating their break up  right on cue  we discover the jealous ballplayer in a bar  bemoaning the fact that if   i want to see her underwear  i just walk down to the corner like all the other guys   in contrast to the professor  the ballplayer believes the universe is round   a contention shared by native americans  but the big chief  sampson  of one flew over the cuckoos nest fame  who operates the roosevelt hotels elevator has been all but disenfranchised from his own culture   i no longer cherokee   i watch tv   meanwhile  the senator is investigating the professor  who is on the eve of delivering a pacifist speech to the united nations  but whom the senator suspects is a red  in fact  as he divulges to monroe  einstein is wracked with guilt over hiroshima  and what the white heat future holds  yet in a seemingly godless universe  all such worries and aspirations are rendered insignificant in the light of a higher  atomic  power  roeg really is the perfect director to bring johnsons stage play to the screen  throughout  tortured childhood flashbacks and pessimistic flash forwards  ka boom   draw unexpected connections between time  place and circumstance  with the repeated visual motif of a wristwatch employed to mark times passing   but perhaps also to suggest all time is one time  each moment co existing  as evinced by his back catalogue  its something of a hobbyhorse for a director enchanted with the notion of synchronicity   see dont look now in particular  here  1920 bleeds into 1945 and drip feeds into the 1980s  a period in which another actor has taken on his greatest role as the president of the united states  if all this sounds rather heavy going  quantum physics is surely involved   the execution is anything but  owing to johnsons witty  zippy screenplay  roegs playful direction  opening out an essentially stagey set up   and the cast themselves  who are on stellar form  tony curtis especially leaves denture marks in the wood panelling as the paranoid  impotent senator  who is seen attempting congress with a monroe impersonator  a real one  as opposed to russells   before being let down by his dwindling member  of course  curtis once co starred with the real marilyn monroe in some like it hot  and whose embrace he memorably described as like  kissing hitler   as roeg commented   everything suddenly seemed connected    when the film began to take shape even the actors themselves seemed part of this endless linking   it all goes into the pot  to be boiled down and served up in new and fascinating ways 
"waste of my life, .... the director should be embarrassed. why people feel they need to make worthless movies will never make sense to me. when she died at the end, it made me laugh. i had to change the channel many times throughout the film because i was getting embarrassed watching such poor acting. hopefully the guy who played Heath never gets work again. On top of that i hope the director never gets to make another film, and has his paycheck taken back for this crap. { .02 out of 10 }",0,waste of my life       the director should be embarrassed  why people feel they need to make worthless movies will never make sense to me  when she died at the end  it made me laugh  i had to change the channel many times throughout the film because i was getting embarrassed watching such poor acting  hopefully the guy who played heath never gets work again  on top of that i hope the director never gets to make another film  and has his paycheck taken back for this crap     02 out of 10  
"It wasn't notable enough to be truly horrible, it was just incredibly lame. The story was not half bad, but the execution was just horrendous.<br /><br />To start with, it moved too fast for us to emotionally get involved with what was going on. It was just paced badly. The dialog was so utterly un-sparkling, just flat and boring.<br /><br />And the characters, cripes almightly, they made Deadpool boring. How the hell do you make Deadpool boring? He wasn't even funny. He wasn't crazy. He was just an annoying guy with a couple of swords he did not even know how to use properly.<br /><br />Gambit was boring. And since when did he have telekenisis to make the cards just float and fly around, or super strength to leap hundreds of feet into the air? And what the heck was up with all the stupid helicopter moves? I mean, we know they are mutants, but they still exist within the realm of physics. A round bo staff is not a helicopter blade, you cannot fly by twirling super-duper fast. Which Gambit wouldn't be able to do anyway. Nor Deadpool, especially when using it as a replacement for real fight choreography.<br /><br />And this film stands as proof that wire work should only be used by fight coordinators who know WTH they are doing, and know better than to use it in every. single. shot. as a replacement for real fight choreography.<br /><br />Three of the most physical fighters in Marvel comics (Logan, Creed, and Wilson), and some of the worst fight choreography I have ever seen in recent film memory. It was as if the stunt coordinator just shrugged his shoulders and left it all up to the special effects guys.<br /><br />And then you had the break out, with all these mutants who did nothing. Even mutants who had been shown in their cells to have powers (nice to see a Quicksilver nod), did f-all when they got out. Only Emma-really-lame-for-this-film-Frost and Cyclops did something.<br /><br />And since when was Logan so pretty? And the stupid, ""The bullet will take his memory away."" Don't you think Xavier and the X-Men would have noticed the big freaking bullet holes in his adamantium skull when they X-rayed him in X1? I felt sorry for Liev Schrieber man, he actually brought in a good Sabretooth considering the script. He made one of Marvel's more simple super villains feel real. But he could not save the film from it's own epic lameness.<br /><br />Seriously, this was ""Daredevil"" level of suck. Decent story, good actors, absolutely horrible execution.",0,it wasnt notable enough to be truly horrible  it was just incredibly lame  the story was not half bad  but the execution was just horrendous  to start with  it moved too fast for us to emotionally get involved with what was going on  it was just paced badly  the dialog was so utterly un sparkling  just flat and boring  and the characters  cripes almightly  they made deadpool boring  how the hell do you make deadpool boring  he wasnt even funny  he wasnt crazy  he was just an annoying guy with a couple of swords he did not even know how to use properly  gambit was boring  and since when did he have telekenisis to make the cards just float and fly around  or super strength to leap hundreds of feet into the air  and what the heck was up with all the stupid helicopter moves  i mean  we know they are mutants  but they still exist within the realm of physics  a round bo staff is not a helicopter blade  you cannot fly by twirling super duper fast  which gambit wouldnt be able to do anyway  nor deadpool  especially when using it as a replacement for real fight choreography  and this film stands as proof that wire work should only be used by fight coordinators who know wth they are doing  and know better than to use it in every  single  shot  as a replacement for real fight choreography  three of the most physical fighters in marvel comics  logan  creed  and wilson   and some of the worst fight choreography i have ever seen in recent film memory  it was as if the stunt coordinator just shrugged his shoulders and left it all up to the special effects guys  and then you had the break out  with all these mutants who did nothing  even mutants who had been shown in their cells to have powers  nice to see a quicksilver nod   did f all when they got out  only emma really lame for this film frost and cyclops did something  and since when was logan so pretty  and the stupid   the bullet will take his memory away   dont you think xavier and the x men would have noticed the big freaking bullet holes in his adamantium skull when they x rayed him in x1  i felt sorry for liev schrieber man  he actually brought in a good sabretooth considering the script  he made one of marvels more simple super villains feel real  but he could not save the film from its own epic lameness  seriously  this was  daredevil  level of suck  decent story  good actors  absolutely horrible execution 
"It seems Hal Hartley's films are kind of hit or miss with most audiences. This film will be no exception to that rule. Fay Grim acts as a sequel to Hartley's 'Henry Foole' from 1998. The focus this time is on Henry's ex wife (played to perfection by the always welcome Parker Posey), who is being pestered by CIA goons about Henry's unpublished book about all of his shady dealings. In the interim of all of this, Fay ends up on an odyssey,dealing with international spies,etc. The film does get a bit bogged down in the second half. If you've been a fan of Hal Hartley in the past, this is one not to be missed. For the novice Hartley first timer who has only heard of his film making technique, you might want to check out his earlier films before taking on this one (especially if you haven't seen 'Henry' yet). I admired the camera work,which at times reminded me of certain early Man Ray photography.",1,it seems hal hartleys films are kind of hit or miss with most audiences  this film will be no exception to that rule  fay grim acts as a sequel to hartleys henry foole from 1998  the focus this time is on henrys ex wife  played to perfection by the always welcome parker posey   who is being pestered by cia goons about henrys unpublished book about all of his shady dealings  in the interim of all of this  fay ends up on an odyssey dealing with international spies etc  the film does get a bit bogged down in the second half  if youve been a fan of hal hartley in the past  this is one not to be missed  for the novice hartley first timer who has only heard of his film making technique  you might want to check out his earlier films before taking on this one  especially if you havent seen henry yet   i admired the camera work which at times reminded me of certain early man ray photography 
"Basically this is a pale shadow of High Fidelity, which was a witty and wonderfully acted film with several truly winning character turns. Watching the Detectives has none of that.<br /><br />The premise of a video store geek swept off his feet by a quirky mystery woman is a good one but is never fully or adequately explored, thanks to a very weak script and the miscasting of the leads, not to mention the lack of any real visual story-telling style. I mean, this film is centered around MOVIES, yet is itself incredibly uncinematic! That's a major failing right there.<br /><br />But the main problem is we simply don't care about the main characters because the script and the actors (Murphy and Liu) fail to make them true or sympathetic in any real way. So the film just becomes a series of episodes involving two people who seem, well, not terribly interesting.<br /><br />Oh, yeah, another thing: For a romantic comedy? It's not funny. And the romance isn't terribly romantic, either.<br /><br />So avoid it. Even at its 90-something minute running time it's just not worth sitting through...",0,basically this is a pale shadow of high fidelity  which was a witty and wonderfully acted film with several truly winning character turns  watching the detectives has none of that  the premise of a video store geek swept off his feet by a quirky mystery woman is a good one but is never fully or adequately explored  thanks to a very weak script and the miscasting of the leads  not to mention the lack of any real visual story telling style  i mean  this film is centered around movies  yet is itself incredibly uncinematic  thats a major failing right there  but the main problem is we simply dont care about the main characters because the script and the actors  murphy and liu  fail to make them true or sympathetic in any real way  so the film just becomes a series of episodes involving two people who seem  well  not terribly interesting  oh  yeah  another thing  for a romantic comedy  its not funny  and the romance isnt terribly romantic  either  so avoid it  even at its 90 something minute running time its just not worth sitting through   
"CREEPSHOW 2 is the ill-fated sequel to the George Romero's (overrated) original, CREEPSHOW. Any sequel following a Romero film that's not directed by Romero himself has got some large shoes to fill, mostly because of the Romero fans out there who think he's God. I didn't care much for the first film and funny enough, I didn't care much for the sequel. The film series had so much potential but it was short-lived because both films were less than stellar. <br /><br />The biggest problem with CREEPSHOW 2 was that it only had three stories (excluding the in-between story), and because the first story sucked beyond belief, it only left the chance for almost half of the movie to be *really* good. I saw CS 2 at the movies and the first segment was a real groaner. Anything dramatic with George 'I can't act' Kennedy is automatically doomed and the Indian Statue story was too hokey and simply didn't belong in this sequel. So after a really trite and dull start, there were only two other stories left to reverse the fiasco of the aborted beginning and unfortunately the two other stories weren't great enough for me to forget the first story. THE RAFT and THE HITCHHIKER are moderately successful, moderately because though the two other segments have their moments, they still sorta fall flat. The two last stories are basically stretched out for too long. It's not that I wanted the stories to happen at a dizzying pace and end fast, but both good ideas found within those stories were sorta nullified by the fact that they were slow and padded and eventually fell flat when the segments needed to be more energized, more erratic and with punchier endings. Also, if the two last stories hadn't been stretched out to pad the movie or had all three segments been more brief with better editing and direction, they could have added a much needed fourth story to the bunch. Having only three padded segments made for a boring feast.<br /><br />The acting and writing in both THE RAFT and THE HITCHHIKER segments are from awful to good. I like Lois Chiles in the last segment. It's probably her best moment on screen aside from her role as Bond Girl Holly Goodhead in MOONRAKER and in DEATH ON THE NILE. But even her role is difficult to understand at times because of the serviceable direction and the unfocused story. Are we supposed to hate her or sympathize with her? Are we supposed to sympathize with the annoying hitchhiker? If the hitchhiker's body was found by other people on the road, what was he when he attacked Chiles? Was he a ghost or a zombie or what? How did the body eventually left the presence of the other people who found him dead in order to attack Chiles? The whole thing is not very clear, even for a supernatural story. And the ending is rather dull and uneventful.<br /><br />As for the infamous THE RAFT story, well, the acting is mostly on the awful side and none of the characters are sympathetic or interesting. The characters would have been more interesting had the actors played themselves. None of the actors are convincing in their specific roles. Paul Satterfield looks smarter than the dumb jock he's playing and the actress who plays his girlfriend is not very convincing as the typical bitchy slut. She seems too timid. The same could be said with the two others who play the ""plain"" teens. The idea of the killer oil slick is interesting and creepy but not well executed. There should have been a fifth character to the story, maybe a homeless man or a ranger who lurks around the lake and knows about the oil slick and could have been the watery monster's alter ego of sorts. As creepy as the oil slick is, it doesn't make for a compelling ""character"". And the way the story ends, everything seems pointless. No punch to it whatsoever.<br /><br />Except for the few titillating aspects which always seems to make boring things worthwhile, seeing CREEPSHOW 2 at a theater was basically a waste of money and time. CS 2 is more rental material than something you pay to see on the big screen.",0,creepshow 2 is the ill fated sequel to the george romeros  overrated  original  creepshow  any sequel following a romero film thats not directed by romero himself has got some large shoes to fill  mostly because of the romero fans out there who think hes god  i didnt care much for the first film and funny enough  i didnt care much for the sequel  the film series had so much potential but it was short lived because both films were less than stellar   the biggest problem with creepshow 2 was that it only had three stories  excluding the in between story   and because the first story sucked beyond belief  it only left the chance for almost half of the movie to be  really  good  i saw cs 2 at the movies and the first segment was a real groaner  anything dramatic with george i cant act kennedy is automatically doomed and the indian statue story was too hokey and simply didnt belong in this sequel  so after a really trite and dull start  there were only two other stories left to reverse the fiasco of the aborted beginning and unfortunately the two other stories werent great enough for me to forget the first story  the raft and the hitchhiker are moderately successful  moderately because though the two other segments have their moments  they still sorta fall flat  the two last stories are basically stretched out for too long  its not that i wanted the stories to happen at a dizzying pace and end fast  but both good ideas found within those stories were sorta nullified by the fact that they were slow and padded and eventually fell flat when the segments needed to be more energized  more erratic and with punchier endings  also  if the two last stories hadnt been stretched out to pad the movie or had all three segments been more brief with better editing and direction  they could have added a much needed fourth story to the bunch  having only three padded segments made for a boring feast  the acting and writing in both the raft and the hitchhiker segments are from awful to good  i like lois chiles in the last segment  its probably her best moment on screen aside from her role as bond girl holly goodhead in moonraker and in death on the nile  but even her role is difficult to understand at times because of the serviceable direction and the unfocused story  are we supposed to hate her or sympathize with her  are we supposed to sympathize with the annoying hitchhiker  if the hitchhikers body was found by other people on the road  what was he when he attacked chiles  was he a ghost or a zombie or what  how did the body eventually left the presence of the other people who found him dead in order to attack chiles  the whole thing is not very clear  even for a supernatural story  and the ending is rather dull and uneventful  as for the infamous the raft story  well  the acting is mostly on the awful side and none of the characters are sympathetic or interesting  the characters would have been more interesting had the actors played themselves  none of the actors are convincing in their specific roles  paul satterfield looks smarter than the dumb jock hes playing and the actress who plays his girlfriend is not very convincing as the typical bitchy slut  she seems too timid  the same could be said with the two others who play the  plain  teens  the idea of the killer oil slick is interesting and creepy but not well executed  there should have been a fifth character to the story  maybe a homeless man or a ranger who lurks around the lake and knows about the oil slick and could have been the watery monsters alter ego of sorts  as creepy as the oil slick is  it doesnt make for a compelling  character   and the way the story ends  everything seems pointless  no punch to it whatsoever  except for the few titillating aspects which always seems to make boring things worthwhile  seeing creepshow 2 at a theater was basically a waste of money and time  cs 2 is more rental material than something you pay to see on the big screen 
"Trudy Lintz (Rene Russo) was one very fortunate lady many years ago. She was the wife of a wealthy doctor and had lots of extracurricular money. Her passion was animals and she devoted herself to providing a sanctuary for the furry ones on her property grounds. Trudy also raised two chimps in her home to be more like children. They dressed in clothes and had many amenities. One day, she learns of an abandoned baby gorilla. Knowing nothing about the large apes, she relies on her husband's medical abilities and expert advice to save the gorilla's life. Once out of danger, Trudy decides she will raise the gorilla, also, as one of her children. This works well for years and Buddy, the gorilla, is truly a remarkably intelligent addition to her home. But, Buddy is also a gorilla and his strength and curiosity become quite enormous. Will Trudy be able to keep Buddy under control? For those who love animals, Buddy is a must-see movie. Based on a true story, Trudy and her ape develop a relationship that is unique in the annals of animal history and lore. Of course, Buddy is not a real gorilla but a mechanical one, in the film, but he is very close to seeming totally real. Russo gives a nice performance as a lady ahead of her time and the supporting players are also quite nice. The costumes are exemplary, as befitting the earlier era of the story, and the settings and production values outstanding. But, most importantly, animals are here in abundance, not only Buddy, but the adorable chimps, the ducks, the rabbits, and so forth. For those who want to watch a film and be transported to animal heaven, here on earth, this is a great movie choice. All animal lovers, and even those who just want to watch a great family film, will go ""ape"" over Buddy.",1,trudy lintz  rene russo  was one very fortunate lady many years ago  she was the wife of a wealthy doctor and had lots of extracurricular money  her passion was animals and she devoted herself to providing a sanctuary for the furry ones on her property grounds  trudy also raised two chimps in her home to be more like children  they dressed in clothes and had many amenities  one day  she learns of an abandoned baby gorilla  knowing nothing about the large apes  she relies on her husbands medical abilities and expert advice to save the gorillas life  once out of danger  trudy decides she will raise the gorilla  also  as one of her children  this works well for years and buddy  the gorilla  is truly a remarkably intelligent addition to her home  but  buddy is also a gorilla and his strength and curiosity become quite enormous  will trudy be able to keep buddy under control  for those who love animals  buddy is a must see movie  based on a true story  trudy and her ape develop a relationship that is unique in the annals of animal history and lore  of course  buddy is not a real gorilla but a mechanical one  in the film  but he is very close to seeming totally real  russo gives a nice performance as a lady ahead of her time and the supporting players are also quite nice  the costumes are exemplary  as befitting the earlier era of the story  and the settings and production values outstanding  but  most importantly  animals are here in abundance  not only buddy  but the adorable chimps  the ducks  the rabbits  and so forth  for those who want to watch a film and be transported to animal heaven  here on earth  this is a great movie choice  all animal lovers  and even those who just want to watch a great family film  will go  ape  over buddy 
"I have nothing more to say but it was awful. I cannot imagine why Helen Mirren and others were part of this degrading mess. And if certain actors don't want people to question their sexuality then perhaps they should refrain from making more of these films. There was at least one seen that left me curious. Just my opinion. SHUDDER to think what was going on that was cut from the film. SHUDDER to wonder what went through the minds of the actors who made this film. Shudder to think about the thought process and voyeurism that went on in the directors mind. Like I stated before its a degrading mess. Its not even funny. As Ebert said of the film Caligula with Malcolm McDowell, Its not a good film, not a good story and its not even good porn. YEESHHHHHHHHHHHHHHHHH............",0,i have nothing more to say but it was awful  i cannot imagine why helen mirren and others were part of this degrading mess  and if certain actors dont want people to question their sexuality then perhaps they should refrain from making more of these films  there was at least one seen that left me curious  just my opinion  shudder to think what was going on that was cut from the film  shudder to wonder what went through the minds of the actors who made this film  shudder to think about the thought process and voyeurism that went on in the directors mind  like i stated before its a degrading mess  its not even funny  as ebert said of the film caligula with malcolm mcdowell  its not a good film  not a good story and its not even good porn  yeeshhhhhhhhhhhhhhhhh            
"Xiao Chen Zhi Chun is a great movie, not only in the year it was shot but also now. It's an art movie which is not outdated even in 21st century. The director maintained a good narrative skill and thus made the story so smooth!<br /><br />The movie reminds me of the later French new wave movie: Francois Truffaut's ""Femme d'a cote"" which is of the similar topic.",1,xiao chen zhi chun is a great movie  not only in the year it was shot but also now  its an art movie which is not outdated even in 21st century  the director maintained a good narrative skill and thus made the story so smooth  the movie reminds me of the later french new wave movie  francois truffauts  femme da cote  which is of the similar topic 
"Another silent love triangle film from Hitchcock, not a mystery, but very English, very well-paced and photographed. Smooth boxer Bob Corby (Ian Hunter) recruits circus boxer ""One Round"" Jack Sander (Carl Brisson) to be his sparring partner, partly to keep the pretty but fickle Mabel (Lilian Hall-Davis) nearby. There are lots of character actors and grotesquesat Jack and Mabel's wedding the verger, standing in the aisle of the church, registers shock at the sight of the very tall and the very short men, the fat lady, the conjoined twins who, of course, argue about which side of the aisle to sit, and the wedding feast is amusing. The rest of the movie has Jack losing Mabel and boxing his way back to her heart, or something like that. It was another era altogether, with the audience in evening dress, and the boxers dressing up, too, when out of the ring. The camera angles, the pace, the use of symbols, the cuttingall very stylish and masterful. The camera-work and editing of the last boxing match is very gripping. Brisson's good looks are well-used in this one; his smiling is not so oblivious of what's going on around him as he is in Hitchcock's The Manxman, and so is not annoying. But can boxers have such dimples?",1,another silent love triangle film from hitchcock  not a mystery  but very english  very well paced and photographed  smooth boxer bob corby  ian hunter  recruits circus boxer  one round  jack sander  carl brisson  to be his sparring partner  partly to keep the pretty but fickle mabel  lilian hall davis  nearby  there are lots of character actors and grotesquesat jack and mabels wedding the verger  standing in the aisle of the church  registers shock at the sight of the very tall and the very short men  the fat lady  the conjoined twins who  of course  argue about which side of the aisle to sit  and the wedding feast is amusing  the rest of the movie has jack losing mabel and boxing his way back to her heart  or something like that  it was another era altogether  with the audience in evening dress  and the boxers dressing up  too  when out of the ring  the camera angles  the pace  the use of symbols  the cuttingall very stylish and masterful  the camera work and editing of the last boxing match is very gripping  brissons good looks are well used in this one  his smiling is not so oblivious of whats going on around him as he is in hitchcocks the manxman  and so is not annoying  but can boxers have such dimples 
